AnchorRepo,_anchor_folder,Rank,CandidateRepo,IsMagnet,Score,Qualified,PenaltyCrossAnchorFreq,FrequencyInFinal30AcrossAnchors,Description
JaidedAI/EasyOCR,JaidedAI-EasyOCR,1,abdulfatir/twitter-sentiment-analysis,False,854.79,True,0,1,"Sentiment analysis on tweets using Naive Bayes, SVM, CNN, LSTM, etc."
JaidedAI/EasyOCR,JaidedAI-EasyOCR,2,Hironsan/BossSensor,False,829.88,True,45.15,1,Hide screen when boss is approaching.
JaidedAI/EasyOCR,JaidedAI-EasyOCR,3,GabrielDornelles/pytorch-ocr,False,825,True,0,1,"Simple Pytorch framework to train OCRs. Supports CRNNs, Attention, CTC and Cross Entropy Loss."
JaidedAI/EasyOCR,JaidedAI-EasyOCR,4,frgfm/torch-cam,False,822.1,True,0,1,"Class activation maps for your PyTorch models (CAM, Grad-CAM, Grad-CAM++, Smooth Grad-CAM++, Score-CAM, SS-CAM, IS-CAM, XGrad-CAM, Layer-CAM)"
JaidedAI/EasyOCR,JaidedAI-EasyOCR,5,open-mmlab/mmocr,False,821.6,True,0,1,"OpenMMLab Text Detection, Recognition and Understanding Toolbox"
Lightning-AI/pytorch-lightning,Lightning-AI-pytorch-lightning,1,keras-team/keras,True,1013.02,True,184.57,12,Deep Learning for humans
Lightning-AI/pytorch-lightning,Lightning-AI-pytorch-lightning,2,stanfordnlp/stanza,False,980.66,True,116.72,4,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages"
Lightning-AI/pytorch-lightning,Lightning-AI-pytorch-lightning,3,kornia/kornia,False,977.48,True,104.85,4,🐍 Geometric Computer Vision Library for Spatial AI
Lightning-AI/pytorch-lightning,Lightning-AI-pytorch-lightning,4,unit8co/darts,False,972.7,True,116.72,5,A python library for user-friendly forecasting and anomaly detection on time series.
Lightning-AI/pytorch-lightning,Lightning-AI-pytorch-lightning,5,google-deepmind/sonnet,False,926.66,True,104.85,4,TensorFlow-based neural network library
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,1,ValueCell-ai/valuecell,False,929.74,True,0,1,"ValueCell is a community-driven, multi-agent platform for financial applications."
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,2,brokermr810/QuantDinger,False,845.96,True,0,1,"AI quantitative trading platform for crypto, stocks, and forex with backtesting, live trading, market data, and multi-agent research.vibe-trading ,trading-agents,ai-trader,ai-trading"
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,3,quantsbin/Quantsbin,False,825,True,0,1,Quantitative Finance tools
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,4,Michalos88/Quant-Projects,False,768.75,True,0,1,Implementations of Leading Algorithms in Quantitative Finance 
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,5,agno-agi/agno,False,732.16,True,135.46,1,"Build, run, and manage agent platforms."
apache/airflow,apache-airflow,1,dagster-io/dagster,False,1011.26,True,135.46,1,"An orchestration platform for the development, production, and observation of data assets."
apache/airflow,apache-airflow,2,feast-dev/feast,False,884.13,True,0,1,The Open Source Feature Store for AI/ML
apache/airflow,apache-airflow,3,Avaiga/taipy,False,842.84,True,90.31,1,Turns Data and AI algorithms into production-ready web applications in no time.
apache/airflow,apache-airflow,4,abhishek-ch/around-dataengineering,False,785.09,True,0,1,A Data Engineering & Machine Learning Knowledge Hub
apache/airflow,apache-airflow,5,san089/goodreads_etl_pipeline,False,774.16,True,0,1,"An end-to-end GoodReads Data Pipeline for Building Data Lake, Data Warehouse and Analytics Platform."
bbfamily/abu,bbfamily-abu,1,zvtvz/zvt,False,908.31,True,0,1,modular quant framework.
bbfamily/abu,bbfamily-abu,2,shashankvemuri/Finance,False,907.82,True,0,1,"150+ quantitative finance Python programs to help you gather, manipulate, and analyze stock market data"
bbfamily/abu,bbfamily-abu,3,ranaroussi/quantstats,False,883.71,True,0,1,"Portfolio analytics for quants, written in Python"
bbfamily/abu,bbfamily-abu,4,asavinov/intelligent-trading-bot,False,853.56,True,45.15,1,Intelligent Trading Bot: Automatically generating signals and trading based on machine learning and feature engineering
bbfamily/abu,bbfamily-abu,5,coding-kitties/investing-algorithm-framework,False,845.89,True,0,1,"Framework for developing, backtesting, and deploying automated trading algorithms and trading bots."
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,1,InterDigitalInc/CompressAI,False,875.11,True,0,1,A PyTorch library and evaluation platform for end-to-end compression research
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,2,alibaba/EasyParallelLibrary,False,875,True,0,1,Easy Parallel Library (EPL) is a general and efficient deep learning framework for distributed model training.
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,3,hpcaitech/ColossalAI,False,814.53,True,184.57,2,"Making large AI models cheaper, faster and more accessible"
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,4,qualcomm/aimet,False,797.83,True,0,1,AIMET is a library that provides advanced quantization and compression techniques for trained neural network models.
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,5,tensorflow/compression,False,771.51,True,0,1,Data compression in TensorFlow
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,1,mdbloice/Augmentor,False,906.06,True,0,1,Image augmentation library in Python for machine learning.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,2,tflearn/tflearn,False,883.03,True,116.72,5,Deep learning library featuring a higher-level API for TensorFlow.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,3,unit8co/darts,False,857.7,True,116.72,5,A python library for user-friendly forecasting and anomaly detection on time series.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,4,aleju/imgaug,False,840.85,True,0,1,Image augmentation for machine learning experiments.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,5,Lightning-AI/pytorch-lightning,True,831.71,True,188.29,11,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
explosion/spaCy,explosion-spacy,1,stanfordnlp/stanza,False,917.78,True,116.72,4,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages"
explosion/spaCy,explosion-spacy,2,Lightning-AI/pytorch-lightning,True,883.83,True,188.29,11,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
explosion/spaCy,explosion-spacy,3,kornia/kornia,False,824.1,True,104.85,4,🐍 Geometric Computer Vision Library for Spatial AI
explosion/spaCy,explosion-spacy,4,google-deepmind/sonnet,False,823.78,True,104.85,4,TensorFlow-based neural network library
explosion/spaCy,explosion-spacy,5,keras-team/keras,True,790.91,True,184.57,12,Deep Learning for humans
gradio-app/gradio,gradio-app-gradio,1,streamlit/streamlit,True,926.17,True,184.57,8,Streamlit — A faster way to build and share data apps.
gradio-app/gradio,gradio-app-gradio,2,unit8co/darts,False,812.51,True,116.72,5,A python library for user-friendly forecasting and anomaly detection on time series.
gradio-app/gradio,gradio-app-gradio,3,NannyML/nannyml,False,796.1,True,45.15,2,nannyml: post-deployment data science in python
gradio-app/gradio,gradio-app-gradio,4,Lightning-AI/pytorch-lightning,True,786.52,True,188.29,11,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
gradio-app/gradio,gradio-app-gradio,5,keras-team/keras,True,774.98,True,184.57,12,Deep Learning for humans
huggingface/datasets,huggingface-datasets,1,Lightning-AI/litgpt,False,856.09,True,90.31,1,"20+ high-performance LLMs with recipes to pretrain, finetune and deploy at scale."
huggingface/datasets,huggingface-datasets,2,jacobgil/pytorch-grad-cam,False,834.29,True,45.15,2,"Advanced AI Explainability for computer vision.  Support for CNNs, Vision Transformers, Classification, Object detection, Segmentation, Image similarity and more."
huggingface/datasets,huggingface-datasets,3,rohitg00/ai-engineering-from-scratch,False,826.27,True,116.72,2,Learn it. Build it. Ship it for others.
huggingface/datasets,huggingface-datasets,4,mlfoundations/open_clip,False,815.23,True,71.57,1,An open source implementation of CLIP.
huggingface/datasets,huggingface-datasets,5,ludwig-ai/ludwig,False,805.07,True,126.76,2,"Low-code framework for building custom LLMs, neural networks, and other AI models"
huggingface/transformers,huggingface-transformers,1,GradientHQ/parallax,False,817.24,True,0,1,Parallax is a distributed model serving framework that lets you build your own AI cluster anywhere
huggingface/transformers,huggingface-transformers,2,hiyouga/EasyR1,False,799.25,True,0,1,"EasyR1: An Efficient, Scalable, Multi-Modality RL Training Framework based on veRL"
huggingface/transformers,huggingface-transformers,3,jessevig/bertviz,False,796.11,True,45.15,1,BertViz: Visualize Attention in Transformer Models
